election_id,election_name,votetype_id,votetype_description,date,rs,election_type
468,Bundestagswahl 2021 - Gemeinde Dettingen an der Iller,1,Zweitstimmen,2021-09-26,84265004031,2
1763,Europawahl 2024 - Gemeinde Dettingen an der Iller,0,NA,2024-06-09,84265004031,1
3407,Kreistagswahl 2024 - Gemeinde Dettingen an der Iller,0,NA,2024-06-09,84265004031,5
429,Bundestagswahl 2017 - Gemeinde Berkheim,0,Erststimmen,2017-09-24,84265004019,2
429,Bundestagswahl 2017 - Gemeinde Berkheim,1,Zweitstimmen,2017-09-24,84265004019,2
1423,Europawahl 2019 - Gemeinde Berkheim,0,NA,2019-05-26,84265004019,1
1828,Kreistagswahl 2019 - Gemeinde Berkheim,0,NA,2019-05-26,84265004019,5
2125,Gemeinderatswahl 2019 - Gemeinde Berkheim,0,NA,2019-05-26,84265004019,6
468,Bundestagswahl 2021 - Gemeinde Berkheim,0,Erststimmen,2021-09-26,84265004019,2
468,Bundestagswahl 2021 - Gemeinde Berkheim,1,Zweitstimmen,2021-09-26,84265004019,2
1763,Europawahl 2024 - Gemeinde Berkheim,0,NA,2024-06-09,84265004019,1
2229,Gemeinderatswahl 2024 - Gemeinde Berkheim,0,NA,2024-06-09,84265004019,6
3407,Kreistagswahl 2024 - Gemeinde Berkheim,0,NA,2024-06-09,84265004019,5
429,Bundestagswahl 2017 - Gemeinde Warthausen,0,Erststimmen,2017-09-24,84265003128,2
429,Bundestagswahl 2017 - Gemeinde Warthausen,1,Zweitstimmen,2017-09-24,84265003128,2
1423,Europawahl 2019 - Gemeinde Warthausen,0,NA,2019-05-26,84265003128,1
1828,Kreistagswahl 2019 - Gemeinde Warthausen,0,NA,2019-05-26,84265003128,5
5437,Gemeinderatswahl 2019 - Gemeinde Warthausen,0,NA,2019-05-26,84265003128,6
468,Bundestagswahl 2021 - Gemeinde Warthausen,0,Erststimmen,2021-09-26,84265003128,2
468,Bundestagswahl 2021 - Gemeinde Warthausen,1,Zweitstimmen,2021-09-26,84265003128,2
1763,Europawahl 2024 - Gemeinde Warthausen,0,NA,2024-06-09,84265003128,1
3407,Kreistagswahl 2024 - Gemeinde Warthausen,0,NA,2024-06-09,84265003128,5
2588,Gemeinderatswahl 2024 - Gemeinde Warthausen,0,NA,2024-06-09,84265003128,6
429,Bundestagswahl 2017 - Gemeinde Ummendorf,0,Erststimmen,2017-09-24,84265003120,2
429,Bundestagswahl 2017 - Gemeinde Ummendorf,1,Zweitstimmen,2017-09-24,84265003120,2
1423,Europawahl 2019 - Gemeinde Ummendorf,0,NA,2019-05-26,84265003120,1
1828,Kreistagswahl 2019 - Gemeinde Ummendorf,0,NA,2019-05-26,84265003120,5
6394,Ortschaftsratswahl 2019 - Fischbach,0,NA,2019-05-26,84265003120,8
5769,Gemeinderatswahl 2019 - Gemeinde Ummendorf,0,NA,2019-05-26,84265003120,6
468,Bundestagswahl 2021 - Gemeinde Ummendorf,0,Erststimmen,2021-09-26,84265003120,2
468,Bundestagswahl 2021 - Gemeinde Ummendorf,1,Zweitstimmen,2021-09-26,84265003120,2
848,Bürgermeisterwahl Ummendorf - Gemeinde Ummendorf,0,NA,2022-02-20,84265003120,7
1763,Europawahl 2024 - Gemeinde Ummendorf,0,NA,2024-06-09,84265003120,1
3407,Kreistagswahl 2024 - Gemeinde Ummendorf,0,NA,2024-06-09,84265003120,5
5930,Gemeinderatswahl 2024 - Gemeinde Ummendorf,0,NA,2024-06-09,84265003120,6
6464,Ortschaftsratswahl 2024 - Fischbach,0,NA,2024-06-09,84265003120,8
429,Bundestagswahl 2017 - Gemeinde Mittelbiberach,0,Erststimmen,2017-09-24,84265003074,2
429,Bundestagswahl 2017 - Gemeinde Mittelbiberach,1,Zweitstimmen,2017-09-24,84265003074,2
1423,Europawahl 2019 - Gemeinde Mittelbiberach,0,NA,2019-05-26,84265003074,1
1828,Kreistagswahl 2019 - Gemeinde Mittelbiberach,0,NA,2019-05-26,84265003074,5
468,Bundestagswahl 2021 - Gemeinde Mittelbiberach,0,Erststimmen,2021-09-26,84265003074,2
468,Bundestagswahl 2021 - Gemeinde Mittelbiberach,1,Zweitstimmen,2021-09-26,84265003074,2
1763,Europawahl 2024 - Gemeinde Mittelbiberach,0,NA,2024-06-09,84265003074,1
3407,Kreistagswahl 2024 - Gemeinde Mittelbiberach,0,NA,2024-06-09,84265003074,5
6130,Gemeinderatswahl 2024 - Mittelbiberach,0,NA,2024-06-09,84265003074,6
6701,Ortschaftsratswahl Reute - Ortschaft Reute,0,NA,2024-06-09,84265003074,8
429,Bundestagswahl 2017 - Gemeinde Maselheim,0,Erststimmen,2017-09-24,84265003071,2
429,Bundestagswahl 2017 - Gemeinde Maselheim,1,Zweitstimmen,2017-09-24,84265003071,2
1423,Europawahl 2019 - Gemeinde Maselheim,0,NA,2019-05-26,84265003071,1
1828,Kreistagswahl 2019 - Gemeinde Maselheim,0,NA,2019-05-26,84265003071,5
5673,Ortschaftsrat Sulmingen 2019 - Ortschaft Sulmingen,0,NA,2019-05-26,84265003071,8
5672,Ortschaftsrat Laupertshausen 2019 - Ortschaft Laupertshausen,0,NA,2019-05-26,84265003071,8
5674,Gemeinderat Maselheim 2019 - Gemeinde Maselheim,0,NA,2019-05-26,84265003071,6
5671,Ortschaftsrat Äpfingen 2019 - Ortschaft Äpfingen,0,NA,2019-05-26,84265003071,8
468,Bundestagswahl 2021 - Gemeinde Maselheim,0,Erststimmen,2021-09-26,84265003071,2
468,Bundestagswahl 2021 - Gemeinde Maselheim,1,Zweitstimmen,2021-09-26,84265003071,2
784,Bürgermeisterwahl 2023 - Gemeinde Maselheim,0,NA,2023-02-12,84265003071,7
1763,Europawahl 2024 - Gemeinde Maselheim,0,NA,2024-06-09,84265003071,1
3407,Kreistagswahl 2024 - Gemeinde Maselheim,0,NA,2024-06-09,84265003071,5
5663,Gemeinderat Maselheim 2024 - Gemeinde Maselheim,0,NA,2024-06-09,84265003071,6
5664,Ortschaftsrat Äpfingen 2024 - Äpfingen,0,NA,2024-06-09,84265003071,8
5665,Ortschaftsrat Laupertshausen 2024 - Laupertshausen,0,NA,2024-06-09,84265003071,8
5666,Ortschaftsrat Sulmingen 2024 - Sulmingen,0,NA,2024-06-09,84265003071,8
429,Bundestagswahl 2017 - Gemeinde Hochdorf,0,Erststimmen,2017-09-24,84265003058,2
429,Bundestagswahl 2017 - Gemeinde Hochdorf,1,Zweitstimmen,2017-09-24,84265003058,2
1423,Europawahl 2019 - Gemeinde Hochdorf,0,NA,2019-05-26,84265003058,1
1828,Kreistagswahl 2019 - Gemeinde Hochdorf,0,NA,2019-05-26,84265003058,5
2996,Gemeinderatswahl 2019 - Gemeinde Hochdorf,0,NA,2019-05-26,84265003058,6
30,Landtagswahl BW 2021 - Gemeinde Hochdorf,0,NA,2021-03-14,84265003058,3
468,Bundestagswahl 2021 - Gemeinde Hochdorf,0,Erststimmen,2021-09-26,84265003058,2
468,Bundestagswahl 2021 - Gemeinde Hochdorf,1,Zweitstimmen,2021-09-26,84265003058,2
1763,Europawahl 2024 - Gemeinde Hochdorf,0,NA,2024-06-09,84265003058,1
3407,Kreistagswahl 2024 - Gemeinde Hochdorf,0,NA,2024-06-09,84265003058,5
1725,Gemeinderatswahl 2024 - Gemeinde Hochdorf,0,NA,2024-06-09,84265003058,6
429,Bundestagswahl 2017 - Gemeinde Eberhardzell,0,Erststimmen,2017-09-24,84265003038,2
429,Bundestagswahl 2017 - Gemeinde Eberhardzell,1,Zweitstimmen,2017-09-24,84265003038,2
1423,Europawahl 2019 - Gemeinde Eberhardzell,0,NA,2019-05-26,84265003038,1
1828,Kreistagswahl 2019 - Gemeinde Eberhardzell,0,NA,2019-05-26,84265003038,5
2113,Gemeinderatswahl Eberhardzell - Gemeinde Eberhardzell,0,NA,2019-05-26,84265003038,6
2115,Ortschaftsratswahl Füramoos - Ortschaft Füramoos,0,NA,2019-05-26,84265003038,8
2116,Ortschaftsratswahl Oberessendorf - Ortschaft Oberessendorf,0,NA,2019-05-26,84265003038,8
2114,Ortschaftsratswahl Mühlhausen - Ortschaft Mühlhausen,0,NA,2019-05-26,84265003038,8
468,Bundestagswahl 2021 - Gemeinde Eberhardzell,0,Erststimmen,2021-09-26,84265003038,2
468,Bundestagswahl 2021 - Gemeinde Eberhardzell,1,Zweitstimmen,2021-09-26,84265003038,2
975,Bürgermeisterwahl - Gemeinde Eberhardzell,0,NA,2023-04-02,84265003038,7
1763,Europawahl 2024 - Gemeinde Eberhardzell,0,NA,2024-06-09,84265003038,1
3407,Kreistagswahl 2024 - Gemeinde Eberhardzell,0,NA,2024-06-09,84265003038,5
5563,Gemeinderatswahl 2024 (Eberhardzell) - Gemeinde Eberhardzell,0,NA,2024-06-09,84265003038,6
5565,Ortschaftsratwahl 2024 (Mühlhausen) - Mühlhausen,0,NA,2024-06-09,84265003038,8
5566,Ortschaftsratswahl 2024 (Füramoos) - Füramoos,0,NA,2024-06-09,84265003038,8
5567,Ortschaftsratswahl 2024 (Oberessendorf) - Oberessendorf,0,NA,2024-06-09,84265003038,8
429,Bundestagswahl 2017 - Stadt Biberach an der Riß,0,Erststimmen,2017-09-24,84265003021,2
429,Bundestagswahl 2017 - Stadt Biberach an der Riß,1,Zweitstimmen,2017-09-24,84265003021,2
1423,Europawahl 2019 - Stadt Biberach an der Riß,0,NA,2019-05-26,84265003021,1
1828,Kreistagswahl 2019 - Stadt Biberach an der Riß,0,NA,2019-05-26,84265003021,5
787,Gemeinderatswahl 2019 - Stadt Biberach an der Riß,0,NA,2019-05-26,84265003021,6
172,Landtagswahl BW 2021 - Stadt Biberach an der Riß,0,NA,2021-03-14,84265003021,3
468,Bundestagswahl 2021 - Stadt Biberach an der Riß,0,Erststimmen,2021-09-26,84265003021,2
468,Bundestagswahl 2021 - Stadt Biberach an der Riß,1,Zweitstimmen,2021-09-26,84265003021,2
1763,Europawahl 2024 - Stadt Biberach an der Riß,0,NA,2024-06-09,84265003021,1
3407,Kreistagswahl 2024 - Stadt Biberach an der Riß,0,NA,2024-06-09,84265003021,5
3080,Gemeinderatswahl 2024 - Stadt Biberach an der Riß,0,NA,2024-06-09,84265003021,6
3083,Ortschaftsratswahl Mettenberg 2024 - Mettenberg,0,NA,2024-06-09,84265003021,8
3089,Ortschaftsratswahl Rißegg-Rindenmoos 2024 - Rißegg-Rindenmoos,0,NA,2024-06-09,84265003021,8
3088,Ortschaftsratswahl Stafflangen 2024 - Stafflangen,0,NA,2024-06-09,84265003021,8
3090,Ortschaftsratswahl Ringschnait 2024 - Ringschnait,0,NA,2024-06-09,84265003021,8
429,Bundestagswahl 2017 - Gemeinde Attenweiler,0,Erststimmen,2017-09-24,84265003011,2
429,Bundestagswahl 2017 - Gemeinde Attenweiler,1,Zweitstimmen,2017-09-24,84265003011,2
1423,Europawahl 2019 - Gemeinde Attenweiler,0,NA,2019-05-26,84265003011,1
1828,Kreistagswahl 2019 - Gemeinde Attenweiler,0,NA,2019-05-26,84265003011,5
3574,Gemeinderatswahl 2019 - Gemeinde Attenweiler,0,NA,2019-05-26,84265003011,6
3575,Ortschaftsratswahl Oggelsbeuren 2019 - Oggelsbeuren,0,NA,2019-05-26,84265003011,8
3576,Ortschaftsratswahl Rupertshofen 2019 - Rupertshofen,0,NA,2019-05-26,84265003011,8
468,Bundestagswahl 2021 - Gemeinde Attenweiler,0,Erststimmen,2021-09-26,84265003011,2
468,Bundestagswahl 2021 - Gemeinde Attenweiler,1,Zweitstimmen,2021-09-26,84265003011,2
1763,Europawahl 2024 - Gemeinde Attenweiler,0,NA,2024-06-09,84265003011,1
3407,Kreistagswahl 2024 - Gemeinde Attenweiler,0,NA,2024-06-09,84265003011,5
5678,Gemeinderatswahl 2024 - Gemeinde Attenweiler,0,NA,2024-06-09,84265003011,6
5679,Ortschaftsratswahl Oggelsbeuren 2024 - Oggelsbeuren,0,NA,2024-06-09,84265003011,8
5680,Ortschaftsratswahl Rupertshofen 2024 - Rupertshofen,0,NA,2024-06-09,84265003011,8
429,Bundestagswahl 2017 - Gemeinde Ingoldingen,0,Erststimmen,2017-09-24,84265002062,2
429,Bundestagswahl 2017 - Gemeinde Ingoldingen,1,Zweitstimmen,2017-09-24,84265002062,2
1423,Europawahl 2019 - Gemeinde Ingoldingen,0,NA,2019-05-26,84265002062,1
1828,Kreistagswahl 2019 - Gemeinde Ingoldingen,0,NA,2019-05-26,84265002062,5
468,Bundestagswahl 2021 - Gemeinde Ingoldingen,0,Erststimmen,2021-09-26,84265002062,2
468,Bundestagswahl 2021 - Gemeinde Ingoldingen,1,Zweitstimmen,2021-09-26,84265002062,2
1763,Europawahl 2024 - Gemeinde Ingoldingen,0,NA,2024-06-09,84265002062,1
3407,Kreistagswahl 2024 - Gemeinde Ingoldingen,0,NA,2024-06-09,84265002062,5
7534,Gemeinderatswahl 2024 - Gemeinde Ingoldingen,0,NA,2024-06-09,84265002062,6
7535,Ortschaftsratswahl Muttensweiler 2024 - Muttensweiler,0,NA,2024-06-09,84265002062,8
7536,Ortschaftsratswahl Winterstettendorf 2024 - Winterstettendorf,0,NA,2024-06-09,84265002062,8
7537,Ortschaftsratswahl Winterstettenstadt 2024 - Winterstettenstadt,0,NA,2024-06-09,84265002062,8
429,Bundestagswahl 2017 - Stadt Bad Schussenried,0,Erststimmen,2017-09-24,84265002014,2
429,Bundestagswahl 2017 - Stadt Bad Schussenried,1,Zweitstimmen,2017-09-24,84265002014,2
1423,Europawahl 2019 - Stadt Bad Schussenried,0,NA,2019-05-26,84265002014,1
1828,Kreistagswahl 2019 - Stadt Bad Schussenried,0,NA,2019-05-26,84265002014,5
3351,Gemeinderatswahl 2019 - Stadt Bad Schussenried,0,NA,2019-05-26,84265002014,6
3443,Ortschaftsratswahl Otterswang 2019 - Otterswang,0,NA,2019-05-26,84265002014,8
3444,Ortschaftsratswahl Reichenbach 2019 - Reichenbach,0,NA,2019-05-26,84265002014,8
3445,Ortschaftsratswahl Steinhausen 2019 - Steinhausen,0,NA,2019-05-26,84265002014,8
468,Bundestagswahl 2021 - Stadt Bad Schussenried,0,Erststimmen,2021-09-26,84265002014,2
468,Bundestagswahl 2021 - Stadt Bad Schussenried,1,Zweitstimmen,2021-09-26,84265002014,2
1763,Europawahl 2024 - Stadt Bad Schussenried,0,NA,2024-06-09,84265002014,1
3407,Kreistagswahl 2024 - Stadt Bad Schussenried,0,NA,2024-06-09,84265002014,5
4516,Gemeinderatswahl Bad Schussenried 2024 - Stadt Bad Schussenried,0,NA,2024-06-09,84265002014,6
4517,Ortschaftsratswahl Otterswang 2024 - Otterswang,0,NA,2024-06-09,84265002014,8
4518,Ortschaftsratswahl Reichenbach 2024 - Reichenbach,0,NA,2024-06-09,84265002014,8
4519,Ortschaftsratswahl Steinhausen 2024 - Steinhausen,0,NA,2024-06-09,84265002014,8
429,Bundestagswahl 2017 - Gemeinde Tiefenbach,0,Erststimmen,2017-09-24,84265001118,2
429,Bundestagswahl 2017 - Gemeinde Tiefenbach,1,Zweitstimmen,2017-09-24,84265001118,2
1423,Europawahl 2019 - Gemeinde Tiefenbach,0,NA,2019-05-26,84265001118,1
1828,Kreistagswahl 2019 - Gemeinde Tiefenbach,0,NA,2019-05-26,84265001118,5
468,Bundestagswahl 2021 - Gemeinde Tiefenbach,0,Erststimmen,2021-09-26,84265001118,2
468,Bundestagswahl 2021 - Gemeinde Tiefenbach,1,Zweitstimmen,2021-09-26,84265001118,2
1763,Europawahl 2024 - Gemeinde Tiefenbach,0,NA,2024-06-09,84265001118,1
3407,Kreistagswahl 2024 - Gemeinde Tiefenbach,0,NA,2024-06-09,84265001118,5
429,Bundestagswahl 2017 - Gemeinde Seekirch,0,Erststimmen,2017-09-24,84265001109,2
429,Bundestagswahl 2017 - Gemeinde Seekirch,1,Zweitstimmen,2017-09-24,84265001109,2
1423,Europawahl 2019 - Gemeinde Seekirch,0,NA,2019-05-26,84265001109,1
1828,Kreistagswahl 2019 - Gemeinde Seekirch,0,NA,2019-05-26,84265001109,5
468,Bundestagswahl 2021 - Gemeinde Seekirch,0,Erststimmen,2021-09-26,84265001109,2
468,Bundestagswahl 2021 - Gemeinde Seekirch,1,Zweitstimmen,2021-09-26,84265001109,2
1763,Europawahl 2024 - Gemeinde Seekirch,0,NA,2024-06-09,84265001109,1
3407,Kreistagswahl 2024 - Gemeinde Seekirch,0,NA,2024-06-09,84265001109,5
429,Bundestagswahl 2017 - Gemeinde Oggelshausen,0,Erststimmen,2017-09-24,84265001090,2
429,Bundestagswahl 2017 - Gemeinde Oggelshausen,1,Zweitstimmen,2017-09-24,84265001090,2
1423,Europawahl 2019 - Gemeinde Oggelshausen,0,NA,2019-05-26,84265001090,1
1828,Kreistagswahl 2019 - Gemeinde Oggelshausen,0,NA,2019-05-26,84265001090,5
468,Bundestagswahl 2021 - Gemeinde Oggelshausen,0,Erststimmen,2021-09-26,84265001090,2
468,Bundestagswahl 2021 - Gemeinde Oggelshausen,1,Zweitstimmen,2021-09-26,84265001090,2
1763,Europawahl 2024 - Gemeinde Oggelshausen,0,NA,2024-06-09,84265001090,1
3407,Kreistagswahl 2024 - Gemeinde Oggelshausen,0,NA,2024-06-09,84265001090,5
429,Bundestagswahl 2017 - Gemeinde Moosburg,0,Erststimmen,2017-09-24,84265001078,2
429,Bundestagswahl 2017 - Gemeinde Moosburg,1,Zweitstimmen,2017-09-24,84265001078,2
1423,Europawahl 2019 - Gemeinde Moosburg,0,NA,2019-05-26,84265001078,1
1828,Kreistagswahl 2019 - Gemeinde Moosburg,0,NA,2019-05-26,84265001078,5
468,Bundestagswahl 2021 - Gemeinde Moosburg,0,Erststimmen,2021-09-26,84265001078,2
468,Bundestagswahl 2021 - Gemeinde Moosburg,1,Zweitstimmen,2021-09-26,84265001078,2
1763,Europawahl 2024 - Gemeinde Moosburg,0,NA,2024-06-09,84265001078,1
3407,Kreistagswahl 2024 - Gemeinde Moosburg,0,NA,2024-06-09,84265001078,5
429,Bundestagswahl 2017 - Gemeinde Kanzach,0,Erststimmen,2017-09-24,84265001064,2
429,Bundestagswahl 2017 - Gemeinde Kanzach,1,Zweitstimmen,2017-09-24,84265001064,2
1423,Europawahl 2019 - Gemeinde Kanzach,0,NA,2019-05-26,84265001064,1
1828,Kreistagswahl 2019 - Gemeinde Kanzach,0,NA,2019-05-26,84265001064,5
468,Bundestagswahl 2021 - Gemeinde Kanzach,0,Erststimmen,2021-09-26,84265001064,2
468,Bundestagswahl 2021 - Gemeinde Kanzach,1,Zweitstimmen,2021-09-26,84265001064,2
1763,Europawahl 2024 - Gemeinde Kanzach,0,NA,2024-06-09,84265001064,1
3407,Kreistagswahl 2024 - Gemeinde Kanzach,0,NA,2024-06-09,84265001064,5
429,Bundestagswahl 2017 - Gemeinde Dürnau,0,Erststimmen,2017-09-24,84265001036,2
429,Bundestagswahl 2017 - Gemeinde Dürnau,1,Zweitstimmen,2017-09-24,84265001036,2
1423,Europawahl 2019 - Gemeinde Dürnau,0,NA,2019-05-26,84265001036,1
1828,Kreistagswahl 2019 - Gemeinde Dürnau,0,NA,2019-05-26,84265001036,5
468,Bundestagswahl 2021 - Gemeinde Dürnau,0,Erststimmen,2021-09-26,84265001036,2
468,Bundestagswahl 2021 - Gemeinde Dürnau,1,Zweitstimmen,2021-09-26,84265001036,2
1763,Europawahl 2024 - Gemeinde Dürnau,0,NA,2024-06-09,84265001036,1
3407,Kreistagswahl 2024 - Gemeinde Dürnau,0,NA,2024-06-09,84265001036,5
429,Bundestagswahl 2017 - Gemeinde Betzenweiler,0,Erststimmen,2017-09-24,84265001020,2
429,Bundestagswahl 2017 - Gemeinde Betzenweiler,1,Zweitstimmen,2017-09-24,84265001020,2
1423,Europawahl 2019 - Gemeinde Betzenweiler,0,NA,2019-05-26,84265001020,1
1828,Kreistagswahl 2019 - Gemeinde Betzenweiler,0,NA,2019-05-26,84265001020,5
468,Bundestagswahl 2021 - Gemeinde Betzenweiler,0,Erststimmen,2021-09-26,84265001020,2
468,Bundestagswahl 2021 - Gemeinde Betzenweiler,1,Zweitstimmen,2021-09-26,84265001020,2
1763,Europawahl 2024 - Gemeinde Betzenweiler,0,NA,2024-06-09,84265001020,1
3407,Kreistagswahl 2024 - Gemeinde Betzenweiler,0,NA,2024-06-09,84265001020,5
429,Bundestagswahl 2017 - Stadt Bad Buchau,0,Erststimmen,2017-09-24,84265001013,2
429,Bundestagswahl 2017 - Stadt Bad Buchau,1,Zweitstimmen,2017-09-24,84265001013,2
1423,Europawahl 2019 - Stadt Bad Buchau,0,NA,2019-05-26,84265001013,1
1828,Kreistagswahl 2019 - Stadt Bad Buchau,0,NA,2019-05-26,84265001013,5
468,Bundestagswahl 2021 - Stadt Bad Buchau,0,Erststimmen,2021-09-26,84265001013,2
468,Bundestagswahl 2021 - Stadt Bad Buchau,1,Zweitstimmen,2021-09-26,84265001013,2
1763,Europawahl 2024 - Stadt Bad Buchau,0,NA,2024-06-09,84265001013,1
3407,Kreistagswahl 2024 - Stadt Bad Buchau,0,NA,2024-06-09,84265001013,5
2491,Gemeinderat - Stadt Bad Buchau,0,NA,2024-06-09,84265001013,6
429,Bundestagswahl 2017 - Gemeinde Allmannsweiler,0,Erststimmen,2017-09-24,84265001006,2
429,Bundestagswahl 2017 - Gemeinde Allmannsweiler,1,Zweitstimmen,2017-09-24,84265001006,2
1423,Europawahl 2019 - Gemeinde Allmannsweiler,0,NA,2019-05-26,84265001006,1
1828,Kreistagswahl 2019 - Gemeinde Allmannsweiler,0,NA,2019-05-26,84265001006,5
468,Bundestagswahl 2021 - Gemeinde Allmannsweiler,0,Erststimmen,2021-09-26,84265001006,2
468,Bundestagswahl 2021 - Gemeinde Allmannsweiler,1,Zweitstimmen,2021-09-26,84265001006,2
1763,Europawahl 2024 - Gemeinde Allmannsweiler,0,NA,2024-06-09,84265001006,1
3407,Kreistagswahl 2024 - Gemeinde Allmannsweiler,0,NA,2024-06-09,84265001006,5
429,Bundestagswahl 2017 - Gemeinde Alleshausen,0,Erststimmen,2017-09-24,84265001005,2
429,Bundestagswahl 2017 - Gemeinde Alleshausen,1,Zweitstimmen,2017-09-24,84265001005,2
1423,Europawahl 2019 - Gemeinde Alleshausen,0,NA,2019-05-26,84265001005,1
1828,Kreistagswahl 2019 - Gemeinde Alleshausen,0,NA,2019-05-26,84265001005,5
468,Bundestagswahl 2021 - Gemeinde Alleshausen,0,Erststimmen,2021-09-26,84265001005,2
468,Bundestagswahl 2021 - Gemeinde Alleshausen,1,Zweitstimmen,2021-09-26,84265001005,2
1763,Europawahl 2024 - Gemeinde Alleshausen,0,NA,2024-06-09,84265001005,1
3407,Kreistagswahl 2024 - Gemeinde Alleshausen,0,NA,2024-06-09,84265001005,5
429,Bundestagswahl 2017 - Gemeinde Schemmerhofen,0,Erststimmen,2017-09-24,84260134134,2
429,Bundestagswahl 2017 - Gemeinde Schemmerhofen,1,Zweitstimmen,2017-09-24,84260134134,2
1423,Europawahl 2019 - Gemeinde Schemmerhofen,0,NA,2019-05-26,84260134134,1
1828,Kreistagswahl 2019 - Gemeinde Schemmerhofen,0,NA,2019-05-26,84260134134,5
468,Bundestagswahl 2021 - Schemmerhofen,0,Erststimmen,2021-09-26,84260134134,2
468,Bundestagswahl 2021 - Schemmerhofen,1,Zweitstimmen,2021-09-26,84260134134,2
664,Bürgermeisterwahl 2022 - Gemeinde Schemmerhofen,0,NA,2022-10-02,84260134134,7
1763,Europawahl 2024 - Gemeinde Schemmerhofen,0,NA,2024-06-09,84260134134,1
3407,Kreistagswahl 2024 - Gemeinde Schemmerhofen,0,NA,2024-06-09,84260134134,5
4858,Gemeinderatswahl Schemmerhofen - Gemeinde Schemmerhofen,0,NA,2024-06-09,84260134134,6
4859,Ortschaftsrat Alberweiler - Alberweiler,0,NA,2024-06-09,84260134134,8
4860,Ortschaftsrat Altheim - Altheim,0,NA,2024-06-09,84260134134,8
4861,Ortschaftsrat Aßmannshardt - Aßmannshardt,0,NA,2024-06-09,84260134134,8
4862,Ortschaftsrat Ingerkingen - Ingerkingen,0,NA,2024-06-09,84260134134,8
4863,Ortschaftsrat Schemmerberg - Schemmerberg,0,NA,2024-06-09,84260134134,8
1423,Europawahl 2019 - Gemeinde Unterwachingen,0,NA,2019-05-26,84255010125,1
1611,Wahl der Kreisräte - Gemeinde Unterwachingen,0,NA,2019-05-26,84255010125,5
468,Bundestagswahl 2021 - Gemeinde Unterwachingen,0,Erststimmen,2021-09-26,84255010125,2
468,Bundestagswahl 2021 - Gemeinde Unterwachingen,1,Zweitstimmen,2021-09-26,84255010125,2
1763,Europawahl 2024 - Gemeinde Unterwachingen,0,NA,2024-06-09,84255010125,1
1610,Kreistagswahl 2024 - Gemeinde Unterwachingen,0,NA,2024-06-09,84255010125,5
1423,Europawahl 2019 - Gemeinde Unterstadion,0,NA,2019-05-26,84255010124,1
1611,Wahl der Kreisräte - Gemeinde Unterstadion,0,NA,2019-05-26,84255010124,5
468,Bundestagswahl 2021 - Gemeinde Unterstadion,0,Erststimmen,2021-09-26,84255010124,2
468,Bundestagswahl 2021 - Gemeinde Unterstadion,1,Zweitstimmen,2021-09-26,84255010124,2
1763,Europawahl 2024 - Gemeinde Unterstadion,0,NA,2024-06-09,84255010124,1
1610,Kreistagswahl 2024 - Gemeinde Unterstadion,0,NA,2024-06-09,84255010124,5
1423,Europawahl 2019 - Gemeinde Untermarchtal,0,NA,2019-05-26,84255010123,1
1611,Wahl der Kreisräte - Gemeinde Untermarchtal,0,NA,2019-05-26,84255010123,5
468,Bundestagswahl 2021 - Gemeinde Untermarchtal,0,Erststimmen,2021-09-26,84255010123,2
468,Bundestagswahl 2021 - Gemeinde Untermarchtal,1,Zweitstimmen,2021-09-26,84255010123,2
1763,Europawahl 2024 - Gemeinde Untermarchtal,0,NA,2024-06-09,84255010123,1
1610,Kreistagswahl 2024 - Gemeinde Untermarchtal,0,NA,2024-06-09,84255010123,5
1423,Europawahl 2019 - Gemeinde Rottenacker,0,NA,2019-05-26,84255010104,1
1611,Wahl der Kreisräte - Gemeinde Rottenacker,0,NA,2019-05-26,84255010104,5
468,Bundestagswahl 2021 - Gemeinde Rottenacker,0,Erststimmen,2021-09-26,84255010104,2
468,Bundestagswahl 2021 - Gemeinde Rottenacker,1,Zweitstimmen,2021-09-26,84255010104,2
1763,Europawahl 2024 - Gemeinde Rottenacker,0,NA,2024-06-09,84255010104,1
1610,Kreistagswahl 2024 - Gemeinde Rottenacker,0,NA,2024-06-09,84255010104,5
1423,Europawahl 2019 - Gemeinde Rechtenstein,0,NA,2019-05-26,84255010098,1
1611,Wahl der Kreisräte - Gemeinde Rechtenstein,0,NA,2019-05-26,84255010098,5
468,Bundestagswahl 2021 - Gemeinde Rechtenstein,0,Erststimmen,2021-09-26,84255010098,2
468,Bundestagswahl 2021 - Gemeinde Rechtenstein,1,Zweitstimmen,2021-09-26,84255010098,2
1763,Europawahl 2024 - Gemeinde Rechtenstein,0,NA,2024-06-09,84255010098,1
1610,Kreistagswahl 2024 - Gemeinde Rechtenstein,0,NA,2024-06-09,84255010098,5
429,Bundestagswahl 2017 - Gemeinde Oberstadion,0,Erststimmen,2017-09-24,84255010091,2
429,Bundestagswahl 2017 - Gemeinde Oberstadion,1,Zweitstimmen,2017-09-24,84255010091,2
1423,Europawahl 2019 - Gemeinde Oberstadion,0,NA,2019-05-26,84255010091,1
1611,Wahl der Kreisräte - Gemeinde Oberstadion,0,NA,2019-05-26,84255010091,7
3585,Gemeinderatswahl - Gemeinde Oberstadion,0,NA,2019-05-26,84255010091,6
3583,Ortschaftsratswahl - Hundersingen,0,NA,2019-05-26,84255010091,8
468,Bundestagswahl 2021 - Gemeinde Oberstadion,0,Erststimmen,2021-09-26,84255010091,2
